ID,Word,Syllables
1475,adventure playground,5
1476,adventured,3
1477,adventureful,4
1478,adventuresome,4
1479,adventuresomely,5
1480,adventuresomeness,5
1481,adventurer,4
1482,adventuress,4
1483,adventuring,4
1484,adventurism,4
1485,adventurous,4
1486,adventurously,5
1487,adventurousness,5
1488,adverb,2
1489,adverbless,3
1490,adverse,2
1491,adverse possession,5
1492,adversely,3
1493,adverseness,3
1494,advert,2
1495,advertence,3
1496,advertent,3
1497,advertently,4
1498,advertency,4
1499,adverbial,4
1500,adverbially,5
1501,adversa,3
1502,adversaries,4
1503,adversary,4
1504,adversaria,5
1505,adversative,4
1506,adversatively,5
1507,adversity,4
1508,advertise,3
1509,advertised,3
1510,advertisement,4
1511,advertisable,5
1512,advertiser,4
1513,advertising,4
1514,advertize,3
1515,advertized,3
1516,advertizement,4
1517,advertizable,5
1518,advertizer,4
1519,advertizing,4
1520,advena,3
1521,advenae,3
1522,advice,2
1523,advise,2
1524,advised,2
1525,advisement,3
1526,advisability,6
1527,advisable,4
1528,advisableness,5
1529,advisably,4
1530,advisedly,4
1531,advisedness,4
1532,advisee,3
1533,adviser,3
1534,advisership,4
1535,advisor,3
1536,advisorily,5
1537,advisory,4
1538,advocatory,5
1539,advowson,3
1540,advocaat,3
1541,advocate,3
1542,Advocate Depute,5
1543,advocated,4
1544,advocating,4
1545,advocacy,4
1546,advocation,4
1547,advocatus diaboli,8
1548,adynamic,4
1549,adynamia,5
1550,adytum,3
1551,adzuki bean,4
1552,Aechmagoras,4
1553,Aegle,2
1554,Aelbert,2
1555,Aelfric,2
1556,aeron,1
1557,aerate,2
1558,aerated,3
1559,aerating,3
1560,aeration,3
1561,aerator,3
1562,aerenchyma,4
1563,aerie,2
1564,aeries,2
1565,aeriferous,4
1566,Aeria,3
1567,aerial,3
1568,aerial ladder,5
1569,aerial perspective,6
1570,aerial pingpong,5
1571,aerialist,4
1572,aeriality,5
1573,aerially,4
1574,aerialness,4
1575,aerified,3
1576,aerification,5
1577,aeriform,3
1578,aerify,3
1579,aerifying,4
1580,aero,2
1581,aero engine,4
1582,aerobe,2
1583,aerogenous,4
1584,aerographer,4
1585,aerography,4
1586,Aerol,2
1587,aerologist,4
1588,aerology,4
1589,aerometer,4
1590,aerometry,4
1591,aerophagist,4
1592,aerotropism,4
1593,aerobacteriologist,8
1594,aerobacteriology,8
1595,aerobacteriological,9
1596,aerobacteriologically,10
1597,aeroballistic,5
1598,aeroballistics,5
1599,aerobatic,4
1600,aerobatics,4
1601,aerobee,3
1602,aerobic,3
1603,aerobia,4
1604,aerobically,5
1605,aerobiologist,6
1606,aerobiology,6
1607,aerobiotic,5
1608,aerobiotically,7
1609,aerobiologic,6
1610,aerobiologically,8
1611,aerobiosis,5
1612,aerobium,4
1613,aerocar,3
1614,aerodontalgia,5
1615,aerodontia,4
1616,aerodonetic,5
1617,aerodonetics,5
1618,aerodrome,3
1619,aerodyne,3
1620,aerodynamic,5
1621,aerodynamics,5
1622,aerodynamical,6
1623,aerodynamically,7
1624,aerodynamicist,6
1625,aeroembolism,5
1626,aeroelastic,5
1627,aeroelastics,5
1628,aeroelasticity,7
1629,aerofoil,3
1630,aerogel,3
1631,aerogenic,4
1632,aerogenically,6
1633,aerogram,3
1634,aerogramme,3
1635,aerograph,3
1636,aerographic,4
1637,aerolite,3
1638,aerolith,3
1639,aerolitic,4
1640,aerolitics,4
1641,aerologic,4
1642,aeromancer,4
1643,aeromancy,4
1644,aeromantic,4
1645,aeromarine,4
1646,aeromedical,5
1647,aeromedicine,5
1648,aerometric,4
1649,aeromechanic,5
1650,aeromechanics,5
1651,aeromechanical,6
1652,aerometeorograph,7
1653,aeronaut,3
1654,aeronautic,4
1655,aeronautics,4
1656,aeronautical,5
1657,aeronautical engineering,9
1658,aeronautically,6
1659,aeroneurosis,5
1660,aeropause,3
1661,aerophagia,4
1662,aerophagia,5
1663,aerophilatelic,6
1664,aerophilatelist,6
1665,aerophilately,6
1666,aerophone,3
1667,aerophore,3
1668,aerophobic,4
1669,aerophobia,5
1670,aerophoto,4
1671,aerophotography,6
1672,aerophyte,3
1673,aeroplane,3
1674,aeroplane cloth,4
1675,aeroplane spin,4
1676,aeroplankton,4
1677,aeropulse,3
1678,aeroscepsis,4
1679,aeroscepsy,4
1680,aeroscope,3
1681,aeroscopic,4
1682,aeroscopically,6
1683,aerosinusitis,6
1684,aerosol,3
1685,aerospace,3
1686,aerosphere,3
1687,aerostat,3
1688,aerostatic,4
1689,aerostatics,4
1690,aerostatical,5
1691,aerostation,4
1692,aerotherapeutics,6
1693,aerotherapy,5
1694,aerothermodynamic,7
1695,aerothermodynamics,7
1696,aerotow,3
1697,aerotropic,4
1698,aery,2
1699,Aeschines,3
1700,Aeschylean,4
1701,Aeschylus,3
1702,Aesculapian,5
1703,Aesculapius,5
1704,aesculin,3
1705,aesthete,2
1706,aesthetic,3
1707,aesthetics,3
1708,aesthetical,4
1709,aesthetically,5
1710,aestheticism,4
1711,aesthesia,3
1712,aesthesis,3
1713,aesthesia,4
1714,aesthetician,4
1715,aestival,3
1716,aestivate,3
1717,aestivated,4
1718,aestivating,4
1719,aestivation,4
1720,aestivator,4
1721,aet,1
1722,aetat,1
1723,Aethelbert,3
1724,Aetna,2
1725,Aeacides,4
1726,Aeaea,3
1727,Aeacus,3
1728,aecidia,4
1729,aecidium,4
1730,aecia,3
1731,aecial,3
1732,aeciospore,4
1733,aecium,3
1734,aedeagal,4
1735,aedeagus,4
1736,aedicula,4
1737,aedile,2
1738,aedileship,3
1739,Aedilberct,3
1740,aedilitian,4
1741,aedicule,3
1742,aedoeagus,4
1743,Aeetes,3
1744,Aegaeon,3
1745,Aegates,3
1746,Aegesta,3
1747,Aegean,3
1748,Aegean Islands,5
1749,Aegean Sea,4
1750,Aegeria,4
1751,Aegeus,3
1752,Aegimius,4
1753,Aegir,2
1754,aegirine,3
1755,aegirite,3
1756,aegis,2
1757,Aegisthus,3
1758,Aegia,3
1759,Aegiale,4
1760,Aegialeus,4
1761,Aegialia,5
1762,Aegicores,4
1763,Aegina,3
1764,Aeginaea,4
1765,Aeginetan,4
1766,Aegiochus,4
1767,Aegipan,3
1768,Aegium,3
1769,Aegospotami,5
1770,aegrotat,3
1771,Aegyptus,3
1772,Aeneas,3
1773,Aeneas Silvius,6
1774,Aeneid,3
1775,Aenius,3
1776,Aeolic,3
1777,aeolipile,4
1778,aeolipyle,4
1779,aeon,2
1780,Aeolis,3
1781,Aeolia,4
1782,Aeolian,4
1783,aeolian harp,5
1784,Aeolian Islands,6
1785,Aeolides,4
1786,aeolotropy,5
1787,aeolotropic,5
1788,Aeolus,3
1789,aeonian,4
1790,Aepyornis,4
1791,aepyornis,4
1792,Aepytus,3
1793,aeraria,4
1794,aerarian,4
1795,aerarium,4
1796,aeronomy,4
1797,aeruginous,4
1798,aerugo,3
1799,Aesacus,3
1800,Aesepus,3
1801,Aesir,2
1802,Aesop,2
1803,Aesopian,4
1804,Aestatis,3
1805,Aesyetes,4
1806,Aethalides,4
1807,aether,2
1808,aethereal,4
1809,Aetheria,4
1810,aethon,2
1811,Aethra,2
1812,Aethylla,3
1813,aetiologist,5
1814,aetiology,5
1815,aetiological,6
1816,aetiologically,7
1817,Aetolia,4
1818,Aetolian,4
1819,Aetolus,3
1820,Aetes,3
1821,aff,1
1822,aft,1
1823,aftmost,2
1824,affair,2
1825,affaire,2
1826,affaire d'honneur,4
1827,affairs,2
1828,affability,5
1829,affable,3
1830,affableness,4
1831,affably,3
1832,affect,2
1833,affected,3
1834,affectedly,4
1835,affectedness,4
1836,affecter,3
1837,affecting,3
1838,affectingly,4
1839,affectation,4
1840,affection,3
1841,affectional,4
1842,affectionally,5
1843,affectionate,4
1844,affectionately,5
1845,affectionateness,5
1846,affective,3
1847,affectivity,5
1848,affenpinscher,4
1849,afferent,3
1850,affettuoso,4
1851,affettuoso,5
1852,affiche,2
1853,affiches,2
1854,affiliate,4
1855,affiliated,5
1856,affiliating,5
1857,affiliable,5
1858,affiliation,5
1859,affiliation order,7
1860,affiliation proceedings,8
1861,affine,2
1862,affined,2
1863,affinely,3
1864,affinitive,4
1865,affinity,4
1866,affirm,2
1867,affirmance,3
1868,affirmant,3
1869,affirmable,4
1870,affirmably,4
1871,affirmative,4
1872,affirmative-action,6
1873,affirmatively,5
1874,affirmatory,5
1875,affirmer,3
1876,affirmingly,4
1877,affirmation,4
1878,affix,2
1879,affixal,3
1880,affixation,4
1881,affixer,3
1882,affixture,3
1883,affiance,3
1884,affianced,3
1885,affiancing,4
1886,affiant,3
1887,affidavit,4
1888,affinal,3
1889,afflated,3
1890,afflatus,3
1891,afflict,2
1892,afflictedness,4
1893,afflicter,3
1894,affliction,3
1895,afflictionless,4
1896,afflictive,3
1897,afflictively,4
1898,afflux,2
1899,affluence,3
1900,affluent,3
1901,affluently,4
1902,afford,2
1903,affordable,4
1904,afforest,3
1905,afforestation,5
1906,afforestment,4
1907,affranchise,3
1908,affranchised,3
1909,affranchisement,4
1910,affranchising,4
1911,affray,2
1912,affrayer,3
1913,affreight,2
1914,affreighter,3
1915,affreightment,3
1916,affricative,4
1917,affright,2
1918,affricate,3
1919,affrication,4
1920,affront,2
1921,affrontedly,4
1922,affrontedness,4
1923,affronter,3
1924,affrontingly,4
1925,affrontive,3
1926,affrontiveness,4
1927,affront,3
1928,affusion,3
1929,afghan,2
1930,Afghan,2
1931,Afghan hound,3
1932,afghanets,3
1933,Afghani,3
1934,afghani,3
1935,Afghanistan,4
1936,aflatoxin,4
1937,Aframerican,5
1938,Afrasia,3
1939,Afrasian,3
1940,afreet,2
1941,Afric,2
1942,afrit,2
1943,Africa,3
1944,African,3
1945,African lily,5
1946,African mahogany,7
1947,African violet,6
1948,Africander,4
1949,Africanderism,5
1950,Africanise,4
1951,Africanism,4
1952,Africanist,4
1953,Africanize,4
1954,Africanized,4
1955,Africanizing,5
1956,Africanization,6
1957,Africanthropus,5
1958,Afrikaans,3
1959,Afrikander,4
1960,Afrikanderism,5
1961,Afrikaner,4
1962,Afrikanerdom,5
1963,Afrikanerise,5
1964,Afrikanerize,5
1965,Afro,2
1966,Afro-American,6
1967,Afro-Asian,4
1968,Afro-Asiatic,6
1969,Afro-chain,3
1970,Afro-comb,3
1971,Afro-Cuban,4
1972,afrormosia,5
1973,Afroasiatic,6
1974,after,2
1975,after-dinner,4
1976,afters,2
1977,afterbirth,3
1978,afterbodies,4
1979,afterbody,4
1980,afterbrain,3
1981,afterburner,4
1982,afterburning,4
1983,aftercare,3
1984,aftercast,3
1985,afterclap,3
1986,aftercooler,4
1987,afterdamp,3
1988,afterdeck,3
1989,aftereffect,4
1990,afterglow,3
1991,aftergrowth,3
1992,afterguard,3
1993,afterheat,3
1994,afterimage,4
1995,afterlife,3
1996,aftermath,3
1997,aftermost,3
1998,afternoon,3
1999,afternoons,3
2000,afterpain,3
2001,afterpains,3
2002,afterpeak,3
2003,afterpiece,3
2004,aftersensation,5
2005,aftershaft,3
2006,aftershafted,4
2007,aftershave lotion,5
2008,aftershock,3
2009,aftertaste,3
2010,afterthought,3
2011,aftertime,3
2012,aftertreatment,4
2013,afterward,3
2014,afterwards,3
2015,afterword,3
2016,afterworld,3
2017,afteryears,3
2018,agcy,1
2019,age,1
2020,age hardening,4
2021,age of consent,4
2022,Age of Reason,4
2023,age-old,2
2024,ageing,2
2025,ageless,2
2026,agelessness,3
2027,agelong,2
2028,agr,1
2029,agric,1
2030,Agrigento,2
2031,agt,1
2032,agalmatolite,5
2033,agalwood,3
2034,Agassiz,3
2035,agate,2
2036,agate line,3
2037,agatelike,3
2038,agateware,3
2039,agatize,3
2040,agatized,3
2041,agatizing,4
2042,Agabus,3
2043,Agacles,3
2044,agalite,3
2045,agama,3
2046,Agamemnon,4
2047,Agamede,4
2048,Agamedes,4
2049,agamid,3
2050,agamous,3
2051,agamogenesis,6
2052,agamogenetic,6
2053,agamogenetically,8
2054,agamy,3
2055,Aganippe,4
2056,Aganus,3
2057,agapanthus,4
2058,agapanthuses,5
2059,agaric,3
2060,agarita,4
2061,agata,3
2062,Agatha,3
2063,Agatharchides,5
2064,Agatho,3
2065,Agathon,3
2066,Agathyrsus,4
2067,agatoid,3
2068,agba,2
2069,ageratum,4
2070,Agelaus,4
2071,Aggadic,3
2072,aggadic,3
2073,Aggada,3
2074,Aggadah,3
2075,agger,2
2076,Aggeus,3
2077,aggie,2
2078,Aggie,2
2079,aggiornamento,5
2080,agglomerate,4
2081,agglomerated,5
2082,agglomerating,5
2083,agglomeration,5
2084,agglomerative,5
2085,agglomerator,5
2086,agglutinability,7
2087,agglutinable,5
2088,agglutinogen,5
2089,agglutinogenic,6
2090,agglutinant,4
2091,agglutinate,4
2092,agglutinated,5
2093,agglutinating,5
2094,agglutination,5
2095,agglutinative,5
2096,agglutinin,4
2097,aggrade,2
2098,aggraded,3
2099,aggrading,3
2100,aggrandise,3
2101,aggrandised,3
2102,aggrandiser,4
2103,aggrandising,4
2104,aggrandize,3
2105,aggrandized,3
2106,aggrandizement,4
2107,aggrandizer,4
2108,aggrandizing,4
2109,aggradation,4
2110,aggradational,5
2111,aggravate,3
2112,aggravated,3
2113,aggravating,4
2114,aggravatingly,5
2115,aggravation,4
2116,aggravative,4
2117,aggravator,4
2118,aggress,2
2119,aggression,3
2120,aggressive,3
2121,aggressively,4
2122,aggressiveness,4
2123,aggressor,3
2124,aggregate,3
2125,aggregately,4
2126,aggregateness,4
2127,aggregated,4
2128,aggregating,4
2129,aggregable,4
2130,aggregation,4
2131,aggregative,4
2132,aggregatory,5
2133,aggrieve,2
2134,aggrieved,2
2135,aggrievedly,4
2136,aggrievedness,4
2137,aggrieving,3
2138,aggro,2
2139,agile,2
2140,agilely,3
2141,agileness,3
2142,aging,2
2143,Agincourt,3
2144,agiotage,3
2145,agitprop,3
2146,agitpropist,4
2147,agilawood,4
2148,agio,3
2149,agiotage,4
2150,agitate,3
2151,agitated,4
2152,agitatedly,5
2153,agitating,4
2154,agitable,4
2155,agitation,4
2156,agitational,5
2157,agitative,4
2158,agitator,4
2159,agitatorial,6
2160,aglet,2
2161,agma,2
2162,agminate,3
2163,agminated,4
2164,agnail,2
2165,agnate,2
2166,agnatic,3
2167,agnatically,5
2168,Agnatha,3
2169,agnathous,3
2170,agnation,3
2171,agneaux,2
2172,agnel,2
2173,Agnes,2
2174,Agnew,2
2175,Agni,2
2176,agnize,2
2177,agnized,2
2178,agnizing,3
2179,agnoiology,5
2180,agnomina,4
2181,agnominal,4
2182,agnostic,3
2183,agnostically,5
2184,agnosticism,4
2185,agnomen,3
2186,agnosia,3
2187,Agnus Dei,4
2188,agon,2
2189,Agon,2
2190,agonal,3
2191,agonise,3
2192,agonised,3
2193,agonist,3
2194,agonising,4
2195,agonistic,4
2196,agonistical,5
2197,agonistically,6
2198,agonize,3
2199,agonized,3
2200,agonizedly,5
2201,agonizing,4
2202,agonizingly,5
2203,agony,3
2204,agony column,5
2205,agora,3
2206,agorae,3
2207,Agoraea,4
2208,Agoraeus,4
2209,agoraphobia,6
2210,agrapha,3
2211,Agrippina,4
2212,agribusiness,4
2213,agriculture,4
2214,agricultural,5
2215,agriculturalist,6
2216,agriculturally,6
2217,agriculturist,5
2218,agrimony,4
2219,agriologist,5
2220,agriology,5
2221,agriological,6
2222,agrostographer,5
2223,agrostography,5
2224,agrostologist,5
2225,agrostology,5
2226,agrobiologist,6
2227,agrobiology,6
2228,agrobiologic,6
2229,agrobiologically,8
2230,agrologic,4
2231,agromania,5
2232,agronomic,4
2233,agronomics,4
2234,agrypnotic,4
2235,ahchoo,2
2236,Ahhiyawa,4
2237,Ahmadabad,4
2238,Ahmadnagar,4
2239,Ahmadi,3
2240,Ahmadiya,4
2241,Ahmadou,3
2242,Ahmedabad,4
2243,Ahmednagar,4
2244,Ahriman,3
2245,Ahvaz,2
2246,Ahvenanmaa,4
2247,Ahwaz,2
2248,aid,1
2249,aide,1
2250,aide-mmoire,3
2251,aide-mmoire,3
2252,aides-mmoire,3
2253,aider,2
2254,aidful,2
2255,aidless,2
2256,ail,1
2257,ailing,2
2258,ailment,2
2259,aim,1
2260,aimer,2
2261,aimful,2
2262,aimfully,3
2263,aimless,2
2264,aimlessly,3
2265,aimlessness,3
2266,ain,1
2267,ain't,1
2268,Aintab,2
2269,air,1
2270,air alert,3
2271,air bladder,3
2272,air chief marshal,4
2273,air commodore,4
2274,air conditioning,5
2275,air corridor,4
2276,air cover,3
2277,air curtain,3
2278,air cushion,3
2279,air cylinder,4
2280,air embolism,4
2281,air hostess,3
2282,air jacket,3
2283,air letter,3
2284,air marshal,3
2285,Air Officer,4
2286,air pocket,3
2287,air power,3
2288,air rifle,3
2289,air station,3
2290,air terminal,4
2291,air traffic,3
2292,air turbine,3
2293,air vesicle,4
2294,air vice-marshal,4
2295,air-breather,3
2296,air-condition,4
2297,air-hardening,4
2298,air-intake,3
2299,air-minded,3
2300,air-mindedness,4
2301,air-raid warden,4
2302,air-sea rescue,4
2303,air-to-surface,4
2304,air-traffic control,5
2305,air-twisted,3
2306,Airedale,2
2307,airs,1
2308,airt,1
2309,airth,1
2310,airbill,2
2311,airboat,2
2312,airborne,2
2313,airbrasive,3
2314,airbrick,2
2315,airbrush,2
2316,airburst,2
2317,airbus,2
2318,aircraft,2
2319,aircraft carrier,5
2320,aircraft cloth,3
2321,aircraftsman,3
2322,aircraftswoman,4
2323,aircraftswomen,4
2324,aircraftman,3
2325,aircrew,2
2326,aircrewman,3
2327,Airdrie,2
2328,airdried,2
2329,airdrome,2
2330,airdrop,2
2331,airdropped,2
2332,airdropping,3
2333,airdrying,3
2334,airfield,2
2335,airflow,2
2336,airfoil,2
2337,airframe,2
2338,airglow,2
2339,airgraph,2
2340,airhead,2
2341,airing,2
2342,airier,3
2343,airiest,3
2344,airily,3
2345,airiness,3
2346,airless,2
2347,airlift,2
2348,airlight,2
2349,airlike,2
2350,airline,2
2351,airlines,2
2352,airliner,3
2353,airlock,2
2354,airmail,2
2355,airman,2
2356,airmanship,3
2357,airplane,2
2358,airplot,2
2359,airport,2
2360,airproof,2
2361,airscrew,2
2362,airship,2
2363,airsick,2
2364,airsickness,3
2365,airsickslaked,3
2366,airsickslaking,4
2367,airspace,2
2368,airspeed,2
2369,airstream,2
2370,airstrip,2
2371,airtight,2
2372,airtightly,3
2373,airtightness,3
2374,airwash,2
2375,airwaves,2
2376,airway,2
2377,airwaybill,3
2378,airwoman,3
2379,airwomen,3
2380,airworthiness,4
2381,airworthy,3
2382,Airy,2
2383,airy,2
2384,airy-fairy,4
2385,aisle,1
2386,ait,1
2387,aitch,1
2388,aitchbone,2
2389,Aitken,2
2390,Aix-en-Provence,4
2391,Aix-la-Chapelle,4
2392,aiblins,2
2393,Aidan,2
2394,Aidin,2
2395,Aidos,2
2396,aiglet,2
2397,aigret,2
2398,aigrette,2
2399,aiguille,2
2400,aiguillette,3
2401,aiguilletted,4
2402,Aiken,2
2403,aikido,3
2404,aikido,3
2405,aikona,3
2406,aikuchi,3
2407,ailanthic,3
2408,ailanthus,3
2409,ailanthuses,4
2410,Aileen,2
2411,aileron,3
2412,ailette,2
2413,ailurophile,4
2414,ailurophilic,5
2415,ailurophilia,6
2416,ailurophobe,4
2417,ailurophobic,5
2418,ailurophobia,6
2419,aimak,2
2420,Aimee,2
2421,Ainu,2
2422,Ajmer,2
2423,Ajmer-Merwara,5
2424,ake,1
2425,Akeley,2
2426,aketon,2
2427,Akhetaton,4
2428,Akhmatova,4
2429,Akhnaton,3
2430,Akaba,3
2431,Akbar,2
2432,akee,2
2433,akebi,3
2434,Akhenaten,4
2435,Akhenaton,4
2436,Akhisar,3
2437,aking,2
2438,Akihito,4
2439,akinete,3
2440,Akkad,2
2441,Akkadian,4
2442,Akkerman,3
2443,Akkra,2
2444,Akmolinsk,3
2445,Akron,2
2446,akroter,3
2447,akroteria,5
2448,akroterion,5
2449,Aksum,2
2450,Aktyubinsk,3
2451,akvavit,3
2452,Akyab,2
2453,al dente,3
2454,Al Faiy,3
2455,Al Fatah,3
2456,Al Hasa,3
2457,Al Hofuf,3
2458,Al Hufuf,3
2459,Al Mansurah,4
2460,Al Mansrah,4
2461,Al Madinah,4
2462,Al Sirat,3
2463,al-Fustat,3
2464,Al-Gazel,3
2465,Al-Iskandaryah,6
2466,al-Sahih,3
2467,al-Uzza,3
2468,alabastron,2
2469,alb,1
2470,Alcmaeon,3
2471,Alcman,2
2472,Alcmaon,3
2473,Alcmene,3
2474,aldoxime,3
2475,ale,1
2476,alecost,2
2477,alehouse,2
2478,alehouses,3
2479,alewife,2
2480,aleyard,2
2481,alfa,1
2482,Alfheim,2
